phone_name	size	color	username	star	title	date	review
iPhone XR	64GB	Rouge	Client d'Amazon	5	Utilisation agréable mais trop chair pour un entré de gamme	2018-12-22	"Un bon téléphone dans l'ensemble, même si le prix est un peu trop élevé, d'au moins 200 euros.J'ai un Iphone se qui fonctionne encore très bien et qui me suffit pour le moment.J'avoue avoir du mal avec les écrans plus grands, bien qu'Apple est plutôt doué en la matière et fait mieux que les constructeurs concurrents en ce qui concerne l'encombrement.Plus de prise jack, mais ça on commence à avoir l’habitude.Si vous disposez d'un iphone 6 ou supérieur, l'iphone x r pourrait vous convenir.Si vous souhaitez tout simplement découvrir le système iOS,ce peut être un bon choix également.Je recommande !"
iPhone XR	64GB	Noir	DUDUCHE LE CHAT	5	Iphone XR Smartphone acheté pour ma femme	2019-02-04	"Téléphone acheté pour ma femme lors de sa sortie je vous donne mon avisDéjà premier point qui m'a choqué, PAS DE OLED non mais allo quoi, vous allez avoir un LCD ( contraste inférieur d'un OLED) mais une très bonne luminosité donc au soleil aucun problème, au niveau de la réactivité c'est un des patrons du marché surtout avec son capteur d'empreinte.J'ai pas trouvé le son particulièrement bon et puis pas de sortie analogique..Un apareil photo alors que sur mon P20 PRO j'en ai 3 x)Concernant la batterie, c'est Iphone quoi, c'est pas leurs point fort, après elle tiens a peu près une journée. mieux quand même que les autres iphones.les appli tournent bien je trouve le menu est très rapide, pas de bug majeur, j'aime bien le design ce qui est vraiment sympa chez iphone je trouve c'est qu'il y a beaucoup de coque disponible a l'achat.voila j'ai donné mon avis n'hésite pas a me mettre un [ vote utile ] si j'ai pu t'aider ou te divertirbisous."
iPhone XR	128GB	Jaune	Marvyn FOUQUET	5	Nouvel’iphone	2019-07-04	"Un IPhone vraiment bien, beau dans ses couleurs, son écran et ses dimensions, rien à redire, Face ID qui fonctionne très bien (sauf lorsque l’on porte des lunettes de soleil)"
iPhone XR	64GB	Rouge	DOMINIQUE	5	Super !	2019-07-09	"Iphone qui correspond à mes attentes, pas d’anomalie ! Content de mon achat sachant qu’il était en promotion !"
iPhone XR	128GB	Bleu	Julien Foulloy	5	Je le voulais !	2019-07-13	Et je ne suis pas déçu . Super téléphone et La batterie tient vraiment le coup
iPhone XR	128GB	Bleu	Robert D.	5	Bonne qualité du produit	2019-07-05	Meilleur produit à multi usage indispensable aujourd’hui
iPhone XR	64GB	Noir	Tallarico Guillaume	5	Au top	2019-07-11	Reçu parfaitement emballé et tout est ok
iPhone XR	64GB	Rouge	📦✍🐸   Batracien   📦✍😀	5	"Vendu et expédié par Amazon et pas de soucis et un bien bel objet. Bel écran, bon son"	2019-07-09	"Bluffé par la rapidité d'exécution des applications, par le son excellent et par le très bel écran.Vendu et expédié par Amazon et donc aucun souci, c'est du neuf, original et jamais déballé.Avec les vendeurs tiers c'est moins glorieux !Je ne détaille pas davantage, tout a été écrit sur le XR, je vous donne juste mon avis personnel [J'hésitais entre 8, 8plus, X, Xr, Xs, Xs+] : c'est actuellement le meilleur choix (encore à peu près raisonnable) et le meilleur rapport qualité prix chez Apple. Le prix des modèles plus chers (XS, XS+ n'est pas justifié par rapport aux maigres améliorations qu'on constatera peut être dans des tests en labo mais pas dans la vraie vie, par l'utilisateur standard). Deux exemples la différence d'écrans (Oled) et le mode photo (double capteur) c'est de la blague, l'écran et les photos sur Xr c'est excellent, pas besoin de plus !📦✍😃 J'espère ne rien avoir oublié et que ce commentaire vous permettra de faire votre choix. Vous pouvez me joindre en passant par mon profil pour tout renseignement qui vous manquerait. Si je peux y répondre, ce sera avec plaisir !  Merci à vous de m'avoir lu ! 😊"
iPhone XR	64GB	Noir	adn91	5	Rien à dire Apple addicte	2019-07-11	De la bombe bébé
iPhone XR	64GB	Rouge	Aubert Ludovic	5	Très bon téléphone	2019-03-13	"Très bon téléphone de la marque Apple.Un écran magnifique , de très bonnes photos ainsi qu’une rapidite exécution très élevée.La couleur rouge , comment dire .. juste magnifique.Une autonomie d’une journée très facilement.En utilisation je le fais tenir facilement un jour et demi voir deux.Vendu avec mes écouteur et le chargeur.Je recommande."
iPhone XR	128GB	Blanc	Le huerou	5	O top	2019-07-14	J’adore rien a dire.
iPhone XR	64GB	Rouge	Yas	5	iPhone xr	2019-07-08	Satisfaire de mon achat
iPhone XR	128GB	Rouge	Anne-Christine Brusset	5	iPhone XR	2019-07-11	J’adore
iPhone XR	128GB	Blanc	Estelle D.	5	Super produit.	2019-07-03	"Mon fils à acheter ce iphone ,il en est très content ,reçu dans les temps ."
iPhone XR	128GB	Bleu	Patrick H	4	Simplicité d'utilisation	2019-07-03	"Je viens de passer d'un I phone 5. S à un XR ,cela fait une grosse avancé technologique .Simplicité d'utilisation avec ouverture et fermeture des Appli d'un doigt,la reconnaissance faciale super efficace.plein d'autre fonctions nouvelles à découvrir."
iPhone XR	64GB	Bleu	iafrate	5	iPhone XR BLEU	2019-07-11	Beaucoup aimé
iPhone XR	128GB	Bleu	Chris	5	Mon avis!	2019-07-12	Slt j’avais un 6s avant donc autant vs dire que je vois vraiment une différence et l’écran est plus que correct. Le seul et énorme point négatif reste le prix il y a vraiment mieux en performance dans d’autre marque et pour moins chère mais quitter Apple je suis pas prêt 😉
iPhone XR	64GB	Noir	Gh0stCrawl3r	5	Un rapport Q/P au top pour un iPhone	2019-03-19	"Venant d'un iPhone 7, la différence de taille et de poids se voit directement une fois les deux produits en main.La qualité d'écran est juste excellente, certes ce n'est pas du oLed mais vue la différence de prix faut être ultra exigeant pour y voir une vrai grosse différence et la couverture de la dalle retina sur la face est très bonne. Cela change des bordures hautes et basses précédentes.Il est bon d'avoir enfin une taille de mémoire de 64go par défaut.L'absence du bouton home déroute les premières heures mais nous nous y faisons rapidement.Le 3D Touch manquera surement à ceux qui l'utilisaient quotidiennement, ce qui n'était pas mon cas personnellement.Personnellement, je ne me voyais pas mettre 1000e dans un téléphone, à 690e (prix promo la semaine passée sur le XR noir) là clairement je suis ravi !"
iPhone XR	128GB	Bleu	jifos	5	Qualité grosse pomme	2019-07-12	Qualité Apple avec charge sans fil.
iPhone XR	64GB	Rouge	Vico	5	Génial	2019-07-13	"Rien à dire, c’est Apple, jamais déçu de la qualité"
iPhone XR	64GB	Blanc	Marro	5	Acheter les yeux fermer	2019-07-05	"TRES TRÈS TRÈS contente de mon achat, contrairement au commentaire iPhoneXR tout a fait neuf brillant magnifique. Apple a encore frapper bravo."
iPhone XR	64GB	Bleu	Sissi	5	Confirme	2019-07-14	Confirme au descriptif
iPhone XR	128GB	Blanc	Bruno Lancial	5	Merveille de technologie	2019-07-02	Carrément démentiel
iPhone XR	128GB	Bleu	Cedric	5	IPhone XR 128go à 800e 😍	2019-07-10	"Conforme à l'annonce,  téléphone neuf, sous blister, pour un cadeau c'est parfait elle est ravie!Petit bémol, le livreur la tout simplement laisser le colis dans la boîte à lettre alors qu'il devait me faire signe pour la réception.Apart ça au Top"
iPhone X	256GB	Gris sidéral	Client d'Amazon	1	Mensonge sur la marchandise ...	2018-11-23	"Le produit est très bien, il fonctionne parfaitement et est conforme aux caractéristiques attendues d’un iPhone X.Cependant lorsque j’ai commandé ce téléphone, la description indiquait qu’il s’agissait d’un produit neuf (son prix l’indiquait également), or à la réception j’ai eu quelques doutes et je suis allé me renseigner directement en Apple Store, où l’on m’a dit que ce produit avait déjà été utilisé ...J’ai alors essayé de contacter le vendeur, mais impossible de le joindre ... depuis des mois que j’essaie, aucun moyen pour le joindre."
iPhone X	64GB	Gris sidéral	Keith	5	A-Montain parfait	2018-08-30	"Vendu par A-Montain à presque 200€ moins cher que le prix d’origine, on est en droit de se poser des questions sur la qualité du produit.L‘iPhone X que j’ai acheté est bien neuf, sous blister, film plastique, tous les accessoires neufs et encore sous plastique. Rien ne manque à l‘appel, après moult vérifications, il n’y donc absolument rien à signaler!(Les notices ne sont juste pas en français)Pour 10€ en plus reçu en moins de 36h, expédié par Amazon.Parfait et je recommande."
iPhone X	64GB	Gris sidéral	Baptiste	3	Produit reconditionné par Apple	2018-11-27	"Le produit n’est pas vraiment neuf, mais remis à neuf par Apple (numéro de série commençant par F).Ce n’est pas très grave, car Apple fait bien les choses : il s’agit d’un iphone passé en SAV entièrement remis à neuf, testé, emballé dans sa boite et blisters d’origine, sans aucune trace ou rayure (le boitier et l’écran son systématiquement changés) et sous la même garantie d’un an que les unités neuves.Mais ce n’est pas très honnête de la part du revendeur qui ne parle à aucun instant de reconditionné.Ça reste un bon plan pour le prix."
iPhone X	64GB	Argent	Marie Thoubert	5	Contente de ma commande	2018-08-25	"Iphone X moins chère qu’en magasin, ce n’est pas une minable copie comme j’avais peur de découvrir en ouvrant sa boite, c’est bien un Iphone X d’apple aucun soucis, bien emballé, reçu 1jour après la date de livraison prévue, mais sinon très contente de mon achat, c’est un très bon téléphoneSeul point négatif mais c’est la faute de Apple, il nous fournisse un chargeur pas assez puissant pour recharger normalement la batterie du téléphone qui est beaucoup plus performante que celle des autres modèles avant l’iphone X, il faudra compter environ 120€ de plus chez Apple pour avoir un chargeur qui charge correctement et normalement (en temps) votre téléphoneAvec le chargeur fournis mon téléphone met environ 3-4h bon avoir une charge a 100% c’est bien dommage mais ce n’est pas la faute du vendeur, en tout cas très bon achat je ne regrette pas"
iPhone X	64GB	Gris sidéral	Starbucks	5	Les 10 ans de l’iPhone . L’iPhone X	2018-12-31	"Très bon téléphone , la reconnaissance facial on s’y fais très vite , même en faible luminosité cela fonctionne . L’iPhone X est genial , la batterie tient bien .De plus le prix est vraiment correct comparé au magasin"
iPhone X	64GB	Gris sidéral	Max21200	5	Meilleur iPhone jamais créé	2018-08-03	iPhone X vraiment très beau et c’est le meilleur iPhone jamais créé.La reconnaissance faciale est vraiment super cool. J’en ai acheté 2 de 64 Go par le vendeur  A montain. Beaucoup moins cher que sur le site d’Apple
iPhone X	64GB	Gris sidéral	kevin	1	Reconditionné	2018-12-09	"Produit reconditionné , à ce prix là on peut exiger un neuf comme annoncé dans la description! Et livraison faite chez un voisin..."
iPhone X	64GB	Argent	Fucius	5	Bonne affaire	2018-05-27	"Le plus évolué des smartphones dans son emballage d’origine Apple, très soigné, livré depuis l’Italie bien avant la date prévue par Amazon."
iPhone X	64GB	Gris sidéral	Charles	5	Acheter les yeux fermés	2018-07-18	Arrivée dans les temps boite sous blister produit réel certifié apple le seul problème c’est que le colis est arrivé sans signature vue le prix de l’article c’est pas rassurant
iPhone X	256GB	Gris sidéral	Bérkane	2	Achat iPhone X chez Turbado	2018-12-17	"La réception s’est bien faite, paquet bien emballé aucun souci au niveau de la livraison mais après quelques jours d’utilisation je commence à remarquer quelque chose d’assez vicieux. Je n’ai rien remarqué les premiers jours mais après avoir été attentive aux détails je me rends compte que sur les 3 sorties de sons une ne fonctionne pas (celle en bas à gauche du téléphone) de même la batterie se décharge beaucoup trop vite comparé aux iPhone sur que j’ai précédemment eu alors que l’utilisation est la même . Très bizarre pour des iPhone « neuf ». J’attends un remboursement !"
iPhone X	64GB	Gris sidéral	wybrecht alexandre	1	Produit déconditionner	2019-01-04	Produit reconditionner
iPhone X	64GB	Argent	Gabi	5	Entièrement satisfaite !	2018-04-06	"Livraison rapide et en BAL ! Rien a redire, le téléphone est neuf avec son emballage d’origine sous blister ! Avec notice en français, anglais, espagnol et italien. Je ne peux que vous le recommander."
iPhone X	256GB	Gris sidéral	hamida ahamada	1	Bien	2018-11-04	Trop fin et sa n’a pas duré longtemps
iPhone X	64GB	Argent	Jérémie Despres	5	Produit de qualité	2019-03-07	"Produit neuf vendu par Amazon, aucune surprise c'est bien un Iphone x"
iPhone X	64GB	Gris sidéral	SDV	5	"Véritable iPhone X, magnifique produit !"	2018-05-02	"Bonjour, iPhone X reçu dans les délais précisés. Rien à dire, véritable iPhone qui fonctionne à 100%, d'une superbe rapidité et d'un gain de temps de travail dessus incroyable !Rien à dire, je recommande ce produit ;) !"
iPhone X	64GB	Gris sidéral	Thomas R	3	iPhone X	2019-06-11	"Plus d’un an et demi après la commande, très bon téléphone.Cependant, je doute qu’il soit réellement neuf étant donné que lorsque je l’ai reçu il n’avait plus les plastiques et notices d’utilisations d’apple.Téléphone 5 étoiles mais seulement 3 car il a été vendu « neuf » or il avait plutôt l’air d’être reconditionné."
iPhone X	64GB	Gris sidéral	Client d'Amazon	5	Très bon produit	2018-11-05	"Comme toujours chez Apple, un très bon téléphone.Forcément le prix va avecLa reconnaissance faciale fonctionne super bienLivraison effectuée en 5 jours (car plus de stock) donc très rapide. Téléphone très bien protégé pendant la livraisonJ’ai juste un soucis en voiture, pour lire les sms via la voiture il faut avant que je déverrouille le téléphone. Je n’ai pas encore trouvé comment changer sa."
iPhone X	64GB	Argent	Gabriel D.	1	Ne vaut pas le prix	2018-12-07	"Materiaux tres fragiles et revetement glissant. Couleur de lumiosité plutot jaunatre....Apple et moi, c'est vraiment fini ! Trop cher pour un gadger qui n'apporte au final pas granc chose. Peut etre des emoji animés ?!"
iPhone X	64GB	Argent	Enzo Da Silva	5	iPhone X Argent	2018-09-13	Bonjour le téléphone est magnifique et performant y’a pas à dire il et bien neuf sous blister. La qualité de l’ecran Est parfaite !
iPhone X	64GB	Gris sidéral	BERNARD Lionel	3	Reconnaissance faciale = gadget moins pratique que le Touch ID. Vous êtes prévenus...	2018-11-30	"Bon smartphone, bonne taille, grand écran appréciable. Il me plait, sauf... pour la reconnaissance faciale... un pur gadget marketing qui n'a que des inconvénients par rapport au Touch ID... Pas rédibitoire, mais au moins vous êtes prévenus..."
iPhone X	256GB	Argent	Aniella	5	Parfait	2018-10-25	"Ravie de mon achat. J’attendais la sortie des nouveaux iPhones de 2018 (Xs, Xs Max et Xr) pour acheter le X et suis heureuse de l’avoir trouvé moins cher ici qu’en magasin. Produit authentique et neuf, sous blister. L’envoi a été rapide et correctement sécurisé (signature lors de la remise du colis) mais pour un article à ce prix, il aurait été préférable que le carton soit rempli de papier bulle pour éviter que la boîte de l’iPhone ne se balade dedans. À part ça, rien à redire. Je recommande vivement !"
iPhone X	64GB	Argent	av04	5	Écran excellent	2018-11-01	Utilisation professionnelFinition assez bonne (inférieure à mon Samsung note 8)iOS est devenu un bon osLéger et bonne autonomie
iPhone X	64GB	Argent	Bébé02	4	I phone X	2018-08-13	"Très bel appareil, hyper fonctionnel, très belles finitions, apple reste pour moi les meilleurs sur le marché.Le colis est arrivé contre signature (moins risque de vol) en bon état général et une journée en avance.N'hésitez plus, vous pouvez l'acheter les yeux fermés."
iPhone X	64GB	Gris sidéral	Client d'Amazon	5	PRIX IMBATTABLE	2018-09-08	"Rien à signaler cet iPhone X est bien réel et vrai ! Son prix peut laisser perplexe mais non je vous assure c’est bien un original tout neuf, je l’ai reçu au bout de 3 jours avec la livraison prime, signature obligatoire donc parfait ! Par contre comme dit dans les commentaires précédents, la boîte du téléphone est juste dans un carton sans papier bulle... Enfin bref je suis trop heureuse de cette affaire, prix imbattable! Je recommande :)"
iPhone X	64GB	Gris sidéral	steevele17	5	Ben un iPhone X	2018-09-09	"Ben rien a dire, moi j’aime mon X, remplacé mon iPhone 6s par cette iPhone, j’aime la reconnaissance faciale, la banque de mot de passe déverrouillable par faceID (remplace 1Password)."
iPhone X	64GB	Gris sidéral	Loïc N.	5	Magnifique appareil	2018-09-16	"Reçu en temps voulu cet iPhone est tout simplement superbe, esthétiquement il est beau, étant un habitué Samsung passer sur IOS était une renaissance pour moiFluidité et simplicité sont au rendez-vous !FaceId fonctionne instantanément, malgré que j’ai souvent quelques cheveux sur le visage faceid s’adapte sans problème !Je recommande !"
iPhone X	64GB	Argent	ILGAZ Ahmet	5	Excellent téléphone	2018-12-21	Après des années en Apple j’avais tenté l’aventure Android en juillet dernier et finalement je reviens sur iOS. Utilisation en pro et perso et c’est vraiment un excellent téléphone. Après avoir lu les avis(sur le faut que les téléphones étaient re conditionnées) j’ai vérifié le numéro de série sur le site Apple et le téléphone est bien un modèle neuf comme prévu. La livraison a eu lieu le jour prévu par la Société Colis privé qui est aussi très décrié sur le site mais franchement tout c’est passé comme prévu pour ma part.
iPhone X	64GB	Gris sidéral	de FORNEL	5	un petit bijou	2018-12-05	"D'abord il est très beau , très pur , j'avais un 6s ,je n'ai pas été déroutée par le fonctionnement du X , il est très facile à configuré, j'aime beaucoup la face ID, après on s'habitue très vite au balayage. Je suis vraiment contente de mon achat sur votre site. Photos, super.  capture d'écran, facile. la carte Sim du 6 fonctionne sur le X."
iPhone X	64GB	Gris sidéral	Laurent	1	Pas de facture	2019-02-09	Impossible d’obtenir une facture de vente!!!! Scandaleux
iPhone X	64GB	Argent	Antoine HIPPERT	5	iPhone X	2018-11-03	Bonjour tout le monde ! Je suis habitué de chez Apple et en voyant le prix je me suis dit que le téléphone était douteux et je me suis lancé je l’ai acheté et je ne regrette pas dutout ! L’iphone Est comme en boutique neuf dans ça boîte d’orgine c’est un original.Donc vraiment n’hésitez pas !
iPhone X	64GB	Argent	Client d'Amazon	5	"Merci Amazon, un téléphone neuf, livré en 24h!"	2018-12-28	"J'ai acheté ce téléphone en faisant attention de prendre le modèle expédié et vendu par Amazon, ne voulant pas le commander chez un vendeur tiers, afin d'être sur d'avoir un téléphone neuf sans prise de risque. Le prix était un peu plus elevé mais je ne regrette rien, arrivé le lendemain, le telephone était neuf, et c'est un bonheur. J'ai choisi l'option paiement en 4 fois qui donne beaucoup de flexibilité. Aucun regret, nickel, parfait."
iPhone X	64GB	Argent	Pauline Montaufray	5	Parfait	2018-05-30	"Produit neuf, sous bilster. Fonctionne parfaitement, produit Apple certifié. Déjà converti à Apple depuis quelques années, l'iPhone X est le meilleur téléphone que la marque ai pu faire."
iPhone X	64GB	Gris sidéral	Mottais Jordan	4	Bien mais ...	2018-06-01	"Nous deux amis a avoir acheté ce produit en même temps pour ma part rien a dire, le colis était tres bien protégé comparé a mon amis qui lui avait juste la boite dans le carton. Ca n’a pas loupé un bord de son écran était défaillant.Pour ma part rien donc bonne note."
iPhone X	64GB	Gris sidéral	Murat Kara	5	TRES BIEN	2018-04-16	L'IPHONE MARCHE PARFAITEMENT JE VOUS CONSEILLE DE L'ACHETER IL MARCHE TRES BIEN VRAIMENT AUCUN SOUSSI AVEC TOP VRAIMENT TOP CE TELEPHONE
iPhone X	64GB	Gris sidéral	Lison Didier	5	iPhone X Gris Sidéral	2018-11-30	Je n’ai pas évalué l’étanchéité tout simplement car pas testéTrès bon achat pour ma part. Le paiement en plusieurs fois permet aux personnes qui n’ont pas forcément des moyens monstres de pouvoir s’acheter ce téléphone ou pouvoir l’offrir à quelqu’unTrès bonne offre et très satisfaite de mon achat !
iPhone X	64GB	Argent	Mélanie Munoz	5	Parfait	2018-05-25	"J'ai reçu mon iPhone X intact et même avec un peu d'avance sur la date de livraison, c'est top ! C'est un authentique Apple, boîte sous blisterJe recommande à 100%"
iPhone X	64GB	Gris sidéral	murielle bousquet	5	Déception	2019-03-21	"Appareil défectueux,très déçu en plus s était pour offrir....J ai demandé a se qu on me le remplace,on me la remboursé...Je vais devoir en commander un autre ailleurs.Vraiment très déçu..."
iPhone X	64GB	Gris sidéral	KHELOUFI AMINE	5	Super smartphone le top	2018-03-10	Le top du iPhone grande qualité aucune place de perdu super fluide le top du top merci beaucoup très bien
iPhone X	64GB	Argent	veronique	5	Super	2019-02-03	IPhone nickel. Je recommande.  Dommage pour le prix si elevé
iPhone X	64GB	Argent	Guyot	3	iPhone X	2019-03-22	iPhone sympa avec son écran complet ....petit point négatif la batterie est encore moins au top que l iPhone 8+
iPhone X	64GB	Gris sidéral	Sergio Alejandro Claros	5	Tres heureux de cet iphone et du vendeur	2018-09-07	"J’ai eu un peu peur lors de la commande  en voyants certains commentaires , Pour ma part je ne peux qu’etre satisfait de mon achat , mon iphone est parfait NEUF , aucun defaut j’ai contacté apple et j’ai une garantie jusqu’ent aout 2019, ma copine à par ailleur commander le siens , nous sommes très satisfaits"
iPhone X	64GB	Gris sidéral	P. Charles	4	iPhone X	2018-11-22	"Que dire de plus qu'Apple n'a déjà dit, produit qui correspond aux attentes"
iPhone X	64GB	Argent	Client d'Amazon	5	Le top	2019-05-31	Franchement il est très très bien mes comme vous pouvez le savoir  à cause de la poussière ou de la saleté qui a dans nos poches cela peut crée des micros rayures qui peuvent être enlevées grâce à un produit.autonomie de batterie rien à dire journée complète voir plus.
iPhone X	64GB	Gris sidéral	Gouro D	4	"Photo, son et surtout tout le support multimédia"	2018-12-26	Je suis assez iPhone ( tous les 2 ans tant que c'est Pratique et marche bien) me convient
iPhone X	64GB	Gris sidéral	Juliette Arnould	5	"Vrai iPhone neuf, aucun souci"	2019-01-13	"Commandé en novembre, l’iPhone que j’ai reçu est bien un iPhone neuf (pensez à vérifier son origine avec le numéro de série), venu d’Italie.Fonctionne donc comme un iPhone X neuf devrait fonctionner, aucun problème.Livraison en revanche comme indiqué sur d’autres commentaires, papier pour caler dans la boîte donc a du recevoir quelques chocs pendant le transport..."
iPhone X	64GB	Argent	La Meuf	5	Parfait	2019-06-22	J’EN RÊVAIS ET MON RÊVE S’EST RÉALISÉMAGNIFIQUEÇa se passe de mot... Il faut l’utiliser pour s’en rendre compte et comprendre. #TeamApple
iPhone X	64GB	Gris sidéral	VU TRAN	4	Très bon smartphone	2018-10-06	"Très bon smartphone. Pour un usage quotidien ça suffit largement (appel, messagerie, navigation et réseaux sociaux).Bon le défaut des iPhone reste tout de même l'autonomie mais on apprécie l'ip 67 et les fonctions de reconnaissance faciale."
iPhone X	64GB	Gris sidéral	tofe	5	Très bon rapport qualité prix pour cette iPhone x	2018-11-12	"Très bon rapport qualité prix pour cette iPhone X ,reçut neuf de chez neuf dans sa boite d origine sous scellé, garantie apple ,avec tout ces accessoires comme si ont venait de l acheter en boutique avec casiment 150 euros de moins quand boutique.je recommande ce vendeur."
iPhone X	64GB	Argent	Benjamin Jeannès	5	Super	2018-11-20	J’avais extrêmement peur que se soit un faux avec certain commentaire donc mon premier réflexe a été de regarde le numéro IMEI pour vérifier la certification. Et oui c’est un véritable iPhone.
iPhone X	64GB	Gris sidéral	bruno	5	Impeccable	2019-01-03	Bonne surprise à la réception produits réellement neuf venant directement de chez Apple rien à redire vraiment merci au site
iPhone X	64GB	Gris sidéral	Mungenast Andreas	4	Bonne affaire!	2018-12-07	"Bonjour! L’iPhone, un produit certifié Apple, est bien neuf, sous blister et film plastique; reçu 1 jour avant la date de livraison prévu avec signature obligatoire lors de la remise du colis. Très bel appareil, conforme à la description et hyper fonctionnel. Je suis très content de mon achat avec A-Montain!"
iPhone X	64GB	Gris sidéral	Christophe	5	Super phone	2019-01-28	Tout est dit.
iPhone X	64GB	Argent	Sarah	5	Je recommande	2018-11-16	"Très bon produit. Conforme à mes attentes.livraison très rapide en 3 jours je l’es reçu, parfait! merci."
iPhone X	64GB	Gris sidéral	ELBEKKAYE Samira	5	SUPER	2019-02-14	"RAS , produit conforme et livraison très rapide"
iPhone X	64GB	Gris sidéral	Client d'Amazon	4	Parfait	2018-12-16	Je suis vraiment très satisfaite. Le téléphone est parfait ! Je suis amoureuse de cet iPhone X. Arrivé sous emballage d’orgine. Cependant le colis a été posé directement dans ma boîte aux lettre sans signature ...
iPhone X	64GB	Gris sidéral	A.H	5	Commande parfaite	2018-10-04	Je recommande cet article; reçu sous blister aucune crainte c'est bien un vrai IphoneX
iPhone X	64GB	Argent	Jocelyne Sabayo	5	Team Apple	2019-03-01	"N’est pas étanche comme on le prétend, ne le mettez surtout pas dans l’eau, reconnaissance faciale désactivée car problèmes.Mais je reste satisfait, j’adore ce téléphone."
iPhone X	64GB	Argent	Diakite	4	en excellent état	2018-11-08	satisfait!!!! par contre le chargeur pas d'origine
iPhone X	64GB	Argent	Daures Pierre	5	super	2018-12-08	très beau téléphone.
iPhone X	64GB	Argent	Slime	5	X	2019-02-15	C’est l’iPhone X quoi. Apple tjs un temps de retard.
iPhone X	64GB	Argent	Dws	4	Satisfait	2019-06-23	"Produit conforme à la description, livrée dans des délais imbattables"
iPhone X	64GB	Argent	caroline .01	5	parfait	2019-06-25	rien à redire livré à temps et après une année fonctionne très bien
iPhone X	64GB	Argent	M ALAIN	5	Très bien 100/100 au top	2018-09-04	Très bien livraison avec Amazon ( dans les temps ) même si j’ai u peur cela c bien passer l iPhone et bien neuf sous cellophane et garantie Apple 1 ans au top vous pouvez foncer les yeux fermer
iPhone X	64GB	Argent	Lili13270	5	Le top du top 👌🏼	2019-04-11	"Un magnifique iPhone X, neuf et non reconditionné comme le disent certains commentaires. Extrêmement heureuse de mon achat que je souhaite depuis longtemps et desormais accessible par son prix et la facilité de paiement. Qu’une seule chose à dire: merci Amazon ! ❤️"
iPhone X	64GB	Argent	HAMDAOUI Bilal	5	Très beau design iPhone X	2019-02-16	Très bon téléphone
iPhone X	64GB	Gris sidéral	john	5	Honnête	2018-10-31	"Conforme à la description, produit neuf et européen, livré dans sa boite d'origine avec tout les accessoires."
iPhone X	64GB	Gris sidéral	Aurélien	5	Que Amazon n’a pas arnaquer l’authenticité du produit.	2018-12-23	"Je connaissais déjà ce produit car on m’en avais prêter un avant que j’achètes celui ci, il me sert au quotidien comme téléphone privé, le téléphone est très bien et fonctionne parfaitement. La seule chose que je craignais c’est que ce soit mais j’ai vérifié sur le site Apple et c’est un vrai. Je suis ravi du produit."
iPhone X	64GB	Gris sidéral	TheChalrtote	5	"Pas mal, à voir avec le temps ! :)"	2018-12-17	"Je suis passée de l’iphone 6 au X et rien à voir!Déjà le produit est neufHyper performant contrairement au 6, pour l’instant J’en suis ravie"
iPhone X	256GB	Gris sidéral	Genevieve Marcon	5	correct	2019-03-19	"acheté car trop difficile de se séparer de apple. Mais j'espère bien y arriver. sinon, très contente tout de même de cet achat. n'ai pas encore testé l'étanchéité"
iPhone X	64GB	Gris sidéral	Acylle	5	Je recommande !	2018-11-09	"Excellent portable ! Je recommande vivement, il est rapide, camera super net et stable, le prix un peu chere mais ca reste le meilleur portable du marché niveau qualité pour moi"
iPhone X	64GB	Gris sidéral	AGULLON	5	super produit	2019-05-17	super
iPhone X	64GB	Argent	jallet	1	Nul	2019-04-30	"Je n'ai pas acheté ce produit, on a usurpé mon identité et Amazon ne réagit pas... J'ai même reçu une lettre de recouvrement 😱😔"
iPhone X	64GB	Argent	Dav'	5	Tres bien	2018-12-30	"Trop bien, trop beau mais trop chère !"
iPhone X	64GB	Argent	Stéphane P.	5	Offre parfaite.	2019-01-29	"J’ai acheté ce mobile le dimanche 27/01/19, le produit est arrivé à 9h30 le Mardi 29/01/19, n’hésitez pas sur cette offre surtout. il n’y a pas de surprise, ce produit venant d’Apple est bien l’un des meilleurs smartphone du marché, après ces grands frères le XS et XS Max."
iPhone X	64GB	Argent	Client d'Amazon	5	Très bon Rapport Qualité/Prix	2018-12-28	"Très bon produit , rien d'étonnant venant d'Apple , très bonne qualité , livré dans son emballage d'origine Apple , Original certifié , livré avec Facture . Rien à signaler , très bonne Iphone que je recommande , surtout si vous hésitez avec un Iphone 8/Ou XS"
iPhone X	64GB	Argent	Client d'Amazon	5	5*******	2019-02-09	Super le téléphone
iPhone X	64GB	Gris sidéral	Romain	5	Rien a dire juste ..	2018-12-13	Commandé dimanche reçu aujourd’hui un téléphone neuf sous blister rien à dire juste pas la facture  moins cher qu’Apple profiter vous pouvez y aller les yeux fermés je recommande
iPhone X	64GB	Gris sidéral	Serrao	5	Parfait.	2018-08-13	"Rien à dire sur ce produit, c’est Apple, c’est excellent."
iPhone X	64GB	Argent	Jonas.95	5	Très jolie	2018-11-13	J’ai cassser mon téléphone est je voulais en avoir un nouveau très bon prix
iPhone X	64GB	Gris sidéral	Moony	5	Parfait	2019-05-27	Le meilleur iPhone que j’ai eu
iPhone X	64GB	Argent	Client d'Amazon	5	Portable	2018-09-06	Rien à redire téléphone ultra performant
iPhone X	64GB	Gris sidéral	eslem f.	5	Fragile	2018-07-29	Très fragile
